transaction_id,amount,hour_of_day,merchant_category,card_present,distance_from_home_km,num_transactions_last_24h,avg_amount_last_30d,account_age_days,is_foreign_transaction,is_fraud
33192,131.74,14,electronics,0,2.2,3,121.15,1746,0,0
39495,27.56,15,grocery,0,13.1,5,62.77,3456,0,0
42392,243.7,20,travel,1,2.3,2,76.97,3621,0,0
27205,73.69,17,gas_station,1,11.0,4,81.23,1614,0,0
19327,43.79,14,online_retail,1,7.4,1,48.73,1885,0,0
1323,257.57,7,gas_station,1,23.1,2,135.65,2732,0,0
17082,33.23,11,gas_station,1,6.3,3,89.96,169,0,0
34621,50.42,15,grocery,1,2.7,2,90.35,2416,0,0
29780,194.51,8,grocery,1,22.6,4,19.86,2018,0,0
41952,146.59,10,online_retail,0,14.0,2,68.06,2263,0,0
24595,98.02,0,grocery,1,36.5,4,63.07,3823,0,0
10351,177.87,22,online_retail,1,20.9,3,87.14,3720,0,0
14076,14.92,17,grocery,1,10.1,1,72.55,1305,0,0
608,26.73,17,electronics,1,17.3,4,5.0,1536,0,0
49583,397.03,5,online_retail,1,13.6,7,99.84,3553,0,1
41118,10.09,17,online_retail,0,3.6,1,195.97,3546,0,0
15258,32.44,13,utilities,1,11.7,2,159.16,3085,0,0
41762,128.34,13,electronics,1,31.4,1,99.79,544,0,0
16790,59.02,14,grocery,0,29.5,1,81.51,3994,0,0
32310,119.2,15,entertainment,1,30.4,0,71.02,2137,0,0
30070,37.05,9,electronics,0,4.1,3,88.45,3664,0,0
37429,76.34,13,online_retail,1,3.9,0,57.99,141,0,0
17919,187.8,17,grocery,1,68.6,2,98.18,1586,0,0
49005,29.8,22,dining,1,13.4,1,74.93,2483,0,0
383,158.18,19,dining,1,0.0,5,129.07,1123,0,0
15331,276.86,8,grocery,1,11.1,2,46.76,1252,0,0
39309,167.65,13,gas_station,0,15.0,5,25.46,3554,0,0
22848,59.12,12,grocery,0,16.1,2,15.29,298,0,0
12781,142.84,15,online_retail,1,0.5,1,61.43,2602,0,0
14524,33.46,7,online_retail,1,16.2,1,43.58,3362,0,0
29005,20.26,13,online_retail,1,7.9,1,72.18,3754,0,0
24639,80.25,23,dining,1,4.9,3,89.43,1959,0,0
13832,30.22,20,grocery,0,8.9,2,15.54,2321,0,0
42399,181.7,12,entertainment,1,17.0,1,116.58,671,0,0
475,128.34,18,online_retail,1,1.3,1,86.85,2230,0,0
36800,166.56,7,gas_station,0,1.6,2,136.11,1708,0,0
18372,188.07,14,travel,1,11.7,2,58.22,1496,0,0
24106,226.03,8,online_retail,0,25.0,2,14.52,84,0,0
26758,64.37,11,online_retail,1,6.8,3,44.38,3558,0,0
1467,30.39,7,online_retail,1,8.6,2,59.9,2004,0,0
46223,57.34,20,electronics,0,8.8,2,54.2,3786,0,0
6724,93.94,7,gas_station,1,13.3,2,145.97,2872,0,0
14018,75.66,9,gas_station,0,3.4,4,96.89,317,0,0
14019,170.06,10,dining,0,2.2,3,86.3,3129,0,0
37664,190.72,7,electronics,1,15.4,0,94.02,3341,0,0
17462,144.83,10,grocery,1,2.2,4,19.01,1833,0,0
34018,177.75,9,gas_station,1,10.4,2,52.58,3084,1,0
8122,121.45,19,travel,1,6.6,3,5.0,1178,0,0
14400,55.09,20,grocery,1,1.9,2,58.77,3498,0,0
7600,64.65,7,grocery,0,14.1,1,5.0,2458,0,0
36897,13.04,7,utilities,0,7.8,1,154.89,290,0,0
44429,187.01,14,utilities,1,16.0,5,77.19,984,0,0
47765,40.05,16,gas_station,1,25.6,2,81.08,1707,0,0
3303,77.1,10,travel,1,9.6,3,175.24,3972,0,0
6342,253.65,10,online_retail,1,6.7,3,102.37,2957,0,0
23556,52.26,1,grocery,1,6.8,1,102.25,2420,0,0
15464,61.64,9,entertainment,0,27.1,1,30.78,1927,0,0
923,26.13,9,gas_station,0,3.9,3,135.47,1400,0,0
20458,88.63,13,utilities,1,16.4,1,109.79,2171,0,0
3601,220.83,14,grocery,0,45.6,4,56.37,3574,0,0
39664,294.92,0,online_retail,1,18.2,1,41.09,3409,0,0
3875,33.0,13,online_retail,1,17.1,3,121.04,991,0,0
6868,35.28,8,grocery,0,0.1,2,113.95,2238,0,0
7028,168.86,8,grocery,1,30.1,5,76.75,734,0,0
34519,112.03,11,gas_station,1,4.2,1,57.73,707,0,0
4346,29.27,16,grocery,1,20.7,2,62.76,873,0,0
42202,99.26,13,online_retail,1,3.8,2,122.61,2373,0,0
20903,81.33,10,dining,1,33.5,1,74.72,174,0,0
41872,116.59,8,electronics,1,3.5,0,58.93,1218,0,0
8541,10.15,10,grocery,1,10.2,1,98.37,1726,0,0
6006,83.01,22,online_retail,1,72.7,3,42.19,427,0,0
15404,87.71,11,online_retail,0,16.3,1,97.32,3399,0,0
23728,16.69,10,grocery,0,3.2,2,70.28,441,0,0
39782,48.27,13,utilities,1,13.1,3,68.42,602,0,0
11402,22.56,18,dining,0,1.9,1,45.09,2789,0,0
40075,199.31,15,grocery,0,6.2,1,101.82,3924,0,0
30389,41.49,8,grocery,1,0.3,0,58.43,2337,0,0
2625,183.95,19,online_retail,0,0.1,4,90.85,3851,1,0
40571,230.96,13,dining,0,7.1,4,118.31,2901,0,0
16718,199.62,6,online_retail,1,2.0,0,145.32,3540,0,0
39070,99.61,19,grocery,0,29.5,3,29.57,2975,0,0
14881,26.84,18,online_retail,1,24.3,4,149.85,2714,0,0
24626,45.67,10,entertainment,1,18.8,5,101.92,1550,0,0
45886,45.06,8,online_retail,1,9.5,1,65.79,2510,0,0
39562,137.31,8,utilities,1,14.8,2,57.08,240,0,0
39570,46.7,15,grocery,0,9.1,1,159.49,3945,0,0
22175,5.59,5,online_retail,1,3.6,0,92.43,3632,0,0
14664,156.66,15,entertainment,0,4.8,2,164.64,3853,0,0
20735,320.83,10,online_retail,0,15.4,1,114.02,2662,0,0
18938,28.21,10,travel,1,23.8,1,114.75,3682,0,0
33113,58.34,9,grocery,1,1.8,1,7.19,1378,0,0
41687,121.04,18,electronics,1,24.9,4,93.68,1820,0,0
47224,23.69,15,dining,1,7.0,1,63.27,1678,0,0
18349,79.22,12,online_retail,1,58.3,3,156.21,2983,0,0
32614,94.33,22,electronics,0,8.8,3,58.61,463,0,0
41823,84.76,11,dining,1,0.2,0,132.58,3375,0,0
5784,114.34,17,grocery,1,16.4,2,62.95,3683,0,0
47761,152.21,18,online_retail,1,3.1,0,10.62,31,0,0
43474,197.05,12,online_retail,1,27.2,2,120.47,291,1,0
27996,198.86,8,online_retail,1,15.9,2,48.6,3175,0,0
7989,254.13,6,grocery,0,9.3,3,124.96,139,0,0
24046,7.73,17,entertainment,1,50.6,0,82.91,3211,0,0
37658,40.56,6,grocery,1,11.6,4,81.08,1669,0,0
2357,72.84,10,travel,0,17.3,3,41.26,2680,0,0
48586,38.31,19,grocery,0,1.5,2,101.41,2083,0,0
49350,150.11,0,electronics,0,154.6,11,145.06,2471,1,1
1398,124.99,9,online_retail,1,37.2,1,83.7,2224,0,0
30359,36.63,13,online_retail,1,10.2,2,70.72,3364,0,0
15274,231.4,7,gas_station,0,52.0,0,93.21,3807,0,0
43313,151.87,9,gas_station,1,9.6,4,48.08,2037,0,0
13501,186.68,10,entertainment,0,30.6,0,110.82,2926,0,0
9279,178.12,16,grocery,0,7.7,1,71.31,1084,0,0
38054,168.43,15,grocery,0,12.3,1,156.04,1698,0,0
35520,53.21,15,utilities,0,2.9,1,69.16,3395,0,0
41307,124.44,12,dining,1,6.0,2,101.22,1050,0,0
48422,197.15,4,grocery,1,48.6,1,110.12,381,0,0
38628,196.05,10,entertainment,1,18.0,2,94.65,116,0,0
37467,16.72,14,grocery,0,9.9,1,114.83,698,0,0
16900,94.65,10,dining,1,32.1,3,187.72,3447,0,0
18439,86.87,6,grocery,0,0.9,1,59.47,911,0,0
40811,284.58,7,online_retail,0,0.9,3,5.0,1194,0,0
470,34.72,8,gas_station,1,11.6,0,7.69,3195,0,0
17018,31.68,9,online_retail,0,6.0,3,93.23,2861,0,0
33441,44.73,21,online_retail,1,16.4,4,64.05,1454,0,0
9038,64.22,17,entertainment,1,0.8,3,40.46,1558,0,0
32850,151.45,0,online_retail,0,11.7,0,93.33,2876,0,0
42367,123.71,15,dining,0,6.9,3,76.15,1041,0,0
42219,219.6,6,gas_station,1,34.5,5,147.42,2511,0,0
14971,51.74,4,grocery,1,8.5,1,37.74,542,0,0
45349,91.36,6,grocery,1,0.6,2,8.96,2756,0,0
7969,201.98,0,gas_station,1,9.6,2,46.08,3928,0,0
39257,99.98,14,dining,1,7.2,1,112.83,1738,0,0
46278,133.62,4,gas_station,1,14.3,2,164.15,1771,0,0
46592,28.38,12,online_retail,1,4.6,0,81.45,1085,0,0
31454,93.81,13,electronics,0,30.7,2,118.29,1650,0,0
22417,120.05,16,electronics,1,16.7,6,72.96,2942,0,0
13926,177.28,17,dining,1,1.2,3,90.73,3546,0,0
37401,147.96,13,gas_station,1,47.5,2,32.1,3467,0,0
43737,224.23,14,travel,1,10.0,3,88.8,2940,0,0
30779,77.8,13,online_retail,1,38.3,3,128.41,534,0,0
3643,35.6,8,online_retail,0,81.9,2,81.5,1346,0,0
9724,94.34,8,electronics,1,25.5,3,134.38,3565,0,0
33614,38.31,12,travel,0,10.0,4,128.88,550,0,0
27844,87.27,14,grocery,1,4.9,2,110.62,2382,0,0
34914,131.71,18,online_retail,1,16.3,4,105.28,2001,0,0
8501,274.47,22,dining,1,41.8,2,73.8,2334,0,0
9392,46.72,9,grocery,0,17.7,3,56.24,2679,0,0
3248,208.13,6,grocery,0,5.2,4,88.57,330,0,0
8913,131.19,6,grocery,1,5.0,0,96.47,3004,0,0
10427,116.23,7,grocery,0,4.3,0,145.79,3791,0,0
27038,169.94,8,travel,0,26.4,2,65.11,3741,0,0
25237,85.08,11,grocery,0,0.4,3,60.77,2373,0,0
25927,284.14,13,travel,1,3.6,1,54.94,1280,0,0
38178,127.32,20,grocery,1,4.5,4,17.07,1210,0,0
17180,95.36,11,grocery,1,0.1,1,129.67,3812,0,0
10072,334.88,14,online_retail,1,7.6,3,161.03,162,0,0
32148,44.15,17,electronics,1,0.2,1,101.13,692,0,0
33136,142.29,14,grocery,0,12.0,1,131.21,2555,0,0
41096,47.16,6,online_retail,1,23.1,3,54.37,1191,0,0
11632,27.49,19,grocery,1,0.4,2,109.53,1035,0,0
18044,219.94,6,electronics,0,1.1,1,75.37,1842,0,0
181,89.0,6,online_retail,0,11.5,1,64.85,3368,0,0
9206,37.85,11,gas_station,1,10.8,3,70.53,3444,0,0
13660,148.05,12,entertainment,0,8.5,6,117.68,142,0,0
49198,449.99,6,electronics,0,429.5,2,133.57,2035,0,1
23923,132.43,18,online_retail,1,8.7,0,52.74,455,0,0
14766,32.19,18,electronics,1,4.4,1,50.94,2767,0,0
1143,247.91,19,gas_station,1,1.6,4,60.89,1536,0,0
29225,81.68,16,online_retail,0,6.0,1,99.4,2000,0,0
19485,114.64,10,dining,1,53.0,2,72.11,1095,0,0
44866,248.36,7,gas_station,0,0.2,2,57.28,3764,0,0
37958,48.82,19,grocery,1,3.8,3,94.84,3249,0,0
20021,38.5,7,online_retail,1,38.1,1,82.34,3031,0,0
38219,228.86,15,grocery,0,6.6,4,105.36,3446,0,0
40063,90.98,16,dining,1,1.2,2,63.35,859,0,0
46917,148.05,17,online_retail,1,0.0,0,64.65,2201,0,0
24697,102.45,8,entertainment,1,3.7,4,126.23,365,0,0
13645,29.47,4,utilities,1,14.0,2,92.61,723,0,0
37893,179.64,11,grocery,1,13.4,2,72.23,916,0,0
30388,142.48,21,grocery,1,6.0,2,130.85,2713,0,0
1008,72.3,13,grocery,0,21.5,2,129.33,2473,0,0
33452,80.34,16,grocery,0,15.5,4,84.16,1001,0,0
37175,91.15,6,travel,1,8.6,1,61.81,3498,0,0
24362,238.47,18,entertainment,1,6.9,0,57.75,2795,0,0
16064,356.01,13,travel,1,19.0,0,96.76,2796,0,0
8147,164.94,9,dining,0,34.1,2,120.47,530,0,0
48371,56.7,6,gas_station,1,10.8,4,162.48,634,0,0
18821,65.97,10,travel,1,10.7,2,127.46,1011,0,0
40309,84.28,18,electronics,1,48.7,4,126.68,1534,0,0
25098,13.18,15,entertainment,0,1.5,1,50.13,1851,0,0
10308,236.73,10,online_retail,1,2.7,5,90.92,2901,0,0
41325,198.52,8,grocery,1,0.5,2,121.77,1374,0,0
23587,385.18,18,entertainment,1,8.0,1,42.98,735,0,0
13443,224.27,12,grocery,0,31.6,1,80.94,3850,1,0
46795,80.25,14,grocery,1,23.6,1,93.05,2043,0,0
35823,108.94,7,utilities,1,9.0,2,127.52,1589,0,0
45302,32.39,10,online_retail,1,15.7,1,104.18,657,0,0
20667,96.32,20,online_retail,1,9.7,5,45.27,828,0,0
35110,74.12,19,grocery,0,65.9,0,93.98,3458,0,0
33504,206.79,1,electronics,1,15.9,2,153.42,3817,0,0
37964,142.77,12,travel,0,59.1,3,67.39,3855,1,0
12736,155.1,16,dining,1,46.2,0,138.47,279,0,0
10608,131.98,23,gas_station,1,10.3,5,89.3,3793,0,0
21453,156.64,13,grocery,1,5.3,1,147.34,2629,0,0
4285,36.64,18,grocery,1,3.2,3,78.45,544,0,0
37495,46.01,10,grocery,1,15.6,0,95.53,1291,0,0
41499,98.04,22,online_retail,1,9.4,5,97.04,1743,0,0
37440,53.11,19,online_retail,0,30.5,1,106.42,2798,0,0
33207,159.99,13,online_retail,1,16.8,4,5.0,3290,0,0
1623,76.8,10,dining,0,7.8,1,91.26,3665,0,0
38430,119.75,18,online_retail,1,1.1,3,82.84,804,0,0
43778,26.8,21,online_retail,1,3.6,0,95.18,3065,0,0
8134,173.78,12,grocery,1,2.2,4,82.67,2448,0,0
29537,215.07,15,gas_station,1,0.3,0,58.26,3469,0,0
9737,28.08,17,grocery,1,25.0,1,75.22,81,0,0
17210,65.0,18,dining,1,32.4,3,74.52,1753,0,0
7609,54.14,8,grocery,1,16.7,0,44.81,2402,0,0
20623,103.79,12,gas_station,1,0.1,0,5.0,3805,0,0
31347,110.87,7,travel,0,102.0,1,105.34,3600,0,0
16467,128.63,9,entertainment,1,3.8,2,72.48,210,0,0
25417,222.46,11,grocery,1,30.8,3,70.4,487,0,0
26559,32.83,7,utilities,1,0.9,0,198.1,654,0,0
2877,95.85,19,gas_station,1,34.2,1,120.56,42,0,0
24433,24.01,18,entertainment,0,9.4,3,158.53,3177,0,0
43714,93.83,16,gas_station,0,22.0,0,76.95,1984,0,0
44228,201.64,13,dining,1,4.4,0,85.49,3998,0,0
34575,14.5,14,grocery,1,2.8,4,43.6,974,0,0
40894,140.41,17,gas_station,1,0.1,4,80.27,632,0,0
6110,99.02,19,online_retail,1,4.9,2,107.46,30,0,0
30071,289.85,17,travel,1,18.2,2,75.05,2282,0,0
4919,72.89,16,gas_station,1,5.6,4,116.41,1494,0,0
23602,161.5,16,electronics,1,0.1,1,60.38,662,0,0
38566,53.12,13,dining,1,28.2,1,129.19,854,0,0
38519,124.48,10,online_retail,1,13.2,2,148.58,1104,0,0
43735,19.58,13,online_retail,1,16.3,1,127.93,2706,0,0
41048,59.58,15,online_retail,1,4.5,2,129.77,2805,0,0
10178,222.57,13,gas_station,1,8.6,2,116.73,2255,0,0
47491,194.0,6,online_retail,1,12.3,3,90.21,3000,0,0
35019,83.27,9,utilities,1,12.5,2,80.32,3790,0,0
3704,210.31,6,dining,1,26.8,2,5.0,2246,0,0
26848,219.54,11,grocery,1,1.9,2,102.5,1639,0,0
49626,168.12,3,electronics,1,2569.4,13,14.44,2587,0,1
22254,80.12,9,electronics,1,1.5,1,97.64,870,0,0
12838,238.87,16,grocery,1,7.4,1,105.53,1932,0,0
39269,116.88,17,online_retail,0,48.1,4,116.14,263,0,0
31341,133.23,11,entertainment,0,0.6,0,61.21,531,0,0
33036,93.21,6,travel,1,6.6,1,37.94,1226,0,0
31227,99.72,13,travel,0,2.5,3,31.87,783,0,0
2259,101.65,12,electronics,1,9.2,1,53.82,1669,0,0
1335,193.64,13,gas_station,1,27.4,1,139.21,889,0,0
44090,64.65,12,online_retail,1,9.2,0,105.91,2336,0,0
12573,25.89,15,dining,1,9.5,3,83.02,1710,0,0
9232,26.89,12,grocery,1,0.5,3,49.45,3458,0,0
13420,121.52,18,online_retail,0,14.1,2,65.29,2943,0,0
26637,73.58,18,gas_station,0,22.7,1,140.04,2055,0,0
47827,127.65,11,online_retail,1,113.7,0,108.52,1205,0,0
27522,78.63,14,grocery,0,17.9,1,65.25,3263,0,0
2453,266.36,21,online_retail,1,45.6,3,110.75,1245,0,0
13999,139.03,11,entertainment,0,5.0,3,74.01,1478,0,0
22598,241.75,9,dining,0,31.6,2,89.74,2177,0,0
42516,333.21,19,online_retail,1,0.2,3,79.91,1672,0,0
34071,117.18,12,electronics,1,5.6,4,86.83,1809,0,0
47039,85.68,9,electronics,1,5.1,3,38.57,3800,0,0
37894,49.7,13,grocery,1,16.3,0,48.42,1102,0,0
18326,81.96,19,grocery,0,12.9,1,82.17,3538,0,0
35565,52.43,8,dining,1,2.2,2,94.44,1515,0,0
18596,90.99,11,online_retail,1,5.3,1,84.25,2088,0,0
44018,40.85,15,utilities,1,2.7,2,112.23,2456,0,0
28852,51.28,9,grocery,0,32.9,2,26.85,931,0,0
5038,470.79,7,gas_station,1,1.8,1,129.66,3553,0,0
28822,182.51,8,online_retail,0,2.5,1,169.73,34,0,0
23787,148.58,11,gas_station,1,0.0,1,67.14,1105,0,0
46905,421.23,18,grocery,1,3.4,5,161.06,1191,0,0
29223,54.58,8,dining,1,6.6,0,77.25,3931,0,0
33531,287.75,19,online_retail,1,8.8,5,147.07,1485,0,0
19409,6.43,21,online_retail,0,18.0,2,153.67,3054,0,0
36193,162.88,21,online_retail,1,1.1,1,133.66,1071,0,0
44585,42.79,11,online_retail,1,6.4,0,113.25,2045,0,0
29686,261.79,14,gas_station,0,8.2,1,72.85,2889,0,0
4400,64.58,18,dining,1,0.9,4,87.95,3727,1,0
29560,251.5,6,dining,1,5.7,1,105.89,507,0,0
42632,303.64,3,online_retail,1,3.9,5,62.5,1584,0,0
15998,75.33,12,electronics,1,39.3,2,156.23,1513,0,0
25919,63.68,12,grocery,1,25.6,3,87.91,3775,0,0
38096,34.76,10,online_retail,0,18.1,2,90.95,762,0,0
8672,101.87,12,gas_station,1,12.8,0,64.14,2727,0,0
36699,60.51,18,dining,1,5.7,2,109.36,3964,0,0
46166,46.41,7,dining,1,19.9,2,58.62,1445,0,0
40051,93.46,7,grocery,1,4.5,0,117.86,1681,0,0
28631,105.38,11,online_retail,1,5.3,1,59.73,519,0,0
3833,71.48,7,online_retail,1,57.0,1,180.47,78,0,0
22019,168.93,17,utilities,1,10.0,1,31.33,2527,0,0
49427,151.06,2,online_retail,0,819.6,8,122.12,3946,1,1
10059,160.05,8,dining,1,2.9,2,157.38,3545,0,0
36529,67.34,6,dining,1,5.9,2,109.77,962,0,0
18832,74.49,15,grocery,1,34.5,0,95.38,415,0,0
47779,175.4,7,grocery,1,0.7,0,79.67,1372,0,0
38746,273.08,12,gas_station,1,9.7,0,59.16,2621,0,0
35243,188.9,6,travel,0,5.9,1,89.14,3745,0,0
35417,128.26,19,dining,0,8.4,1,95.97,3670,0,0
27945,144.79,12,travel,1,15.0,2,99.0,285,0,0
30291,61.51,15,online_retail,0,5.5,0,164.47,2120,0,0
1284,166.02,14,travel,0,12.0,3,99.89,1389,0,0
15532,313.78,16,online_retail,1,10.5,1,150.5,134,0,0
46283,34.13,6,gas_station,0,8.7,1,120.79,1756,0,0
26891,22.27,19,gas_station,1,29.5,3,24.47,1258,0,0
36066,67.78,6,utilities,1,7.4,4,90.08,202,1,0
11947,15.81,17,grocery,1,57.1,3,163.02,173,0,0
18650,103.57,19,online_retail,1,10.5,0,100.1,3811,0,0
45147,104.76,14,online_retail,1,0.3,1,90.8,2426,0,0
1023,122.66,14,dining,1,14.6,4,93.83,51,0,0
17541,83.52,7,electronics,1,8.0,2,29.73,2426,0,0
34366,214.6,15,grocery,0,57.7,1,85.79,1173,0,0
32622,219.11,20,online_retail,1,6.1,0,70.18,2042,0,0
34336,97.43,19,travel,0,8.3,4,60.43,2783,0,0
7275,309.72,3,grocery,1,12.6,2,61.24,1461,0,0
23982,9.57,6,online_retail,1,4.6,2,116.39,3473,0,0
44485,67.74,10,entertainment,0,11.4,1,85.78,3712,0,0
20807,129.32,14,travel,0,9.0,5,73.66,387,0,0
38767,193.94,22,gas_station,1,21.5,2,53.83,3157,0,0
46141,144.52,13,electronics,1,4.2,4,75.58,2756,0,0
26625,218.44,2,gas_station,1,29.0,0,81.05,1437,0,0
42067,94.86,14,grocery,0,68.9,1,146.82,38,0,0
6197,92.97,18,online_retail,1,8.4,0,123.54,3178,0,0
48227,81.58,7,electronics,0,1.9,2,81.73,2690,0,0
26507,77.53,19,grocery,1,70.3,1,72.71,1685,0,0
15083,47.08,17,online_retail,1,64.3,5,88.52,2573,0,0
10890,322.9,12,electronics,1,25.1,1,50.63,963,0,0
43640,98.37,10,dining,1,0.6,3,59.12,3092,0,0
4160,67.74,13,grocery,1,4.8,4,102.15,2145,0,0
19469,279.93,19,online_retail,0,32.2,2,58.51,3140,0,0
32270,228.0,19,grocery,1,3.7,3,104.97,2083,0,0
37558,143.89,13,travel,0,9.5,5,144.48,1293,0,0
40988,400.93,15,travel,1,5.9,0,97.33,3238,0,0
18142,184.27,15,grocery,1,62.5,2,90.86,3540,0,0
45202,136.71,12,gas_station,1,5.8,3,149.09,1757,0,0
2633,43.21,11,dining,1,19.4,3,95.31,1171,0,0
26124,25.68,12,utilities,1,2.8,1,99.2,1627,0,0
32213,105.72,9,grocery,1,11.4,3,116.91,2115,0,0
34405,195.68,11,online_retail,1,5.9,4,178.98,3017,0,0
9137,135.89,12,grocery,0,21.0,2,34.08,801,0,0
31372,197.09,4,gas_station,1,26.1,2,167.89,3354,0,0
11900,87.98,9,dining,1,10.0,0,139.14,948,0,0
4178,108.76,16,gas_station,1,7.0,1,91.15,1310,0,0
44058,54.66,22,grocery,1,36.5,2,101.19,1535,0,0
20924,96.02,2,online_retail,0,7.7,1,42.18,2074,0,0
32986,77.56,19,dining,0,10.6,0,85.17,2018,0,0
550,230.35,9,grocery,1,13.6,3,97.87,1802,0,0
42999,86.95,7,electronics,0,37.9,2,121.49,2681,0,0
41261,130.71,17,online_retail,1,5.6,1,12.11,2317,0,0
45854,207.98,11,dining,1,2.6,0,8.5,2708,0,0
39403,36.02,19,online_retail,1,16.9,1,106.86,1163,0,0
47793,15.24,8,grocery,0,3.3,0,91.41,1216,0,0
11463,113.56,12,travel,1,9.1,0,33.27,1178,0,0
37092,232.61,16,online_retail,0,7.3,2,100.3,3093,0,0
20295,158.04,15,utilities,1,6.0,3,103.46,2079,0,0
34463,60.83,10,utilities,1,5.5,2,134.29,1369,0,0
28811,158.01,20,gas_station,1,14.0,1,93.05,2236,0,0
29383,217.72,16,grocery,1,3.1,1,113.97,2598,0,0
13424,294.27,12,entertainment,1,17.3,1,20.3,1248,0,0
4949,232.76,6,grocery,1,3.0,3,20.16,892,0,0
18730,332.67,7,online_retail,0,11.1,1,83.3,1546,0,0
3316,2.73,13,electronics,1,27.4,2,144.45,3160,0,0
31664,48.59,14,dining,1,23.2,1,102.22,439,0,0
37317,81.88,18,electronics,1,62.2,3,118.96,2018,0,0
21579,17.2,15,grocery,0,26.4,1,116.06,3123,0,0
25922,15.58,5,online_retail,1,7.0,1,112.21,1451,0,0
41241,46.17,9,electronics,1,12.8,2,154.5,1559,0,0
13462,141.61,6,dining,1,6.7,0,79.6,3527,0,0
48501,170.03,10,utilities,1,34.1,7,82.75,328,0,0
43223,329.64,8,grocery,0,6.9,2,63.35,1398,0,0
47155,144.92,17,travel,1,29.7,4,48.81,2041,0,0
29352,111.41,18,online_retail,1,1.3,1,109.99,3300,0,0
6237,35.75,16,gas_station,1,17.1,1,107.94,1186,0,0
31908,131.78,13,gas_station,0,2.1,1,55.75,2301,0,0
13464,17.18,6,online_retail,1,15.3,2,175.42,309,0,0
3524,204.02,10,travel,1,5.5,1,46.38,1377,0,0
40671,132.15,14,utilities,1,1.1,1,127.89,733,0,0
11153,175.92,8,utilities,1,38.5,2,130.98,2369,0,0
48286,39.93,14,dining,1,0.6,0,79.52,1143,0,0
44601,69.8,13,dining,1,14.0,3,128.86,2110,0,0
24588,9.46,12,online_retail,1,32.4,2,173.47,1430,0,0
42052,134.91,12,utilities,1,32.1,1,77.75,577,0,0
30094,182.68,6,utilities,1,1.3,2,126.42,2454,0,0
29957,159.7,6,travel,1,2.8,0,129.45,1977,0,0
41218,37.18,17,grocery,1,4.2,3,165.47,453,0,0
10343,166.79,15,dining,1,37.9,0,115.03,1766,0,0
41793,71.81,10,dining,1,31.5,1,57.98,3131,0,0
41582,119.2,11,entertainment,1,3.8,1,38.63,3145,0,0
10842,58.84,16,online_retail,1,3.7,4,95.93,1054,0,0
43606,215.98,22,dining,1,9.4,0,122.02,2666,0,0
3719,227.98,7,grocery,0,12.5,0,148.18,672,0,0
6355,20.02,12,grocery,0,0.1,3,58.31,3434,0,0
6521,149.33,15,online_retail,1,15.7,2,49.81,1797,0,0
9288,53.8,6,grocery,1,10.8,3,141.57,3987,0,0
45561,27.94,14,gas_station,0,8.5,2,128.48,3568,0,0
33315,46.06,13,online_retail,1,7.7,5,77.11,85,0,0
18398,213.12,22,grocery,1,4.6,0,26.71,2233,0,0
2284,273.9,11,utilities,0,11.7,0,100.11,938,0,0
49851,359.8,0,online_retail,0,206.6,3,63.32,3235,0,1
34996,73.69,7,grocery,0,14.2,2,86.01,3872,0,0
40965,82.84,16,dining,1,14.0,2,95.85,271,0,0
3503,48.98,16,gas_station,1,10.3,4,32.08,3943,0,0
12712,205.61,7,utilities,0,7.2,2,66.23,3173,0,0
49874,531.05,22,online_retail,0,275.5,7,65.96,604,0,1
28796,86.96,5,travel,1,0.3,2,10.62,3256,0,0
35541,125.28,13,online_retail,1,19.7,0,77.64,2600,0,0
31609,97.9,12,travel,1,11.0,6,92.35,1497,0,0
24139,68.63,19,grocery,0,7.7,3,51.25,1939,0,0
41456,107.91,9,grocery,0,15.6,1,76.66,43,0,0
27572,91.86,6,travel,1,10.3,2,27.83,2215,0,0
26180,20.47,21,online_retail,1,5.4,5,117.36,1001,0,0
10252,144.38,9,entertainment,1,7.5,1,163.25,1407,0,0
44408,125.21,10,online_retail,1,11.2,0,5.0,2671,0,0
19886,219.49,16,gas_station,1,21.8,0,83.52,585,0,0
34705,89.57,13,travel,0,34.7,1,137.05,3677,0,0
32331,71.21,19,grocery,1,28.2,3,5.0,2292,1,0
3287,158.4,17,utilities,1,10.5,3,129.75,810,0,0
8661,226.27,20,grocery,1,16.8,3,84.02,1091,0,0
5394,111.16,22,online_retail,0,6.0,4,148.17,894,0,0
31013,91.84,13,grocery,1,9.2,2,71.91,2281,0,0
10829,53.73,7,online_retail,0,2.6,0,52.84,805,0,0
4159,41.81,13,dining,1,3.1,2,122.26,3470,0,0
1240,270.25,10,gas_station,1,10.7,2,189.42,1556,0,0
38049,79.67,10,gas_station,1,48.8,1,106.97,976,0,0
267,74.51,17,grocery,1,6.9,1,10.13,719,0,0
46233,107.53,10,dining,1,0.3,3,102.17,1631,0,0
23454,53.36,8,online_retail,1,9.8,0,121.76,1935,0,0
30681,88.08,13,grocery,1,5.7,4,81.09,808,0,0
48635,88.3,20,online_retail,1,37.3,2,182.61,1632,0,0
8091,182.42,14,dining,1,1.3,3,77.79,1499,0,0
36130,93.86,21,online_retail,0,26.0,3,91.12,2376,0,0
12009,146.85,13,online_retail,1,16.5,0,113.19,3235,0,0
39991,166.06,13,gas_station,0,4.1,1,126.42,428,0,0
36670,56.57,8,dining,1,4.6,6,79.4,3691,0,0
