loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade
L102435,726,38900.0,15.8,6400.0,36,8.5,0,7,15.9,RENT,debt_consolidation,Midwest,2023,0,B (Prime+)
L102436,698,33700.0,6.6,20200.0,36,16.4,0,8,39.5,RENT,other,Northeast,2024,0,C (Prime)
L102437,757,31000.0,2.5,19800.0,36,0.8,1,7,26.4,OWN,debt_consolidation,Midwest,2025,0,A (Super-Prime)
L102438,746,36500.0,8.4,3300.0,60,5.0,1,17,17.4,MORTGAGE,debt_consolidation,Northeast,2024,0,B (Prime+)
L102439,788,87000.0,17.6,29800.0,36,3.3,1,12,42.0,RENT,home_improvement,South,2024,0,A (Super-Prime)
L102440,750,67800.0,3.1,14200.0,60,2.9,1,9,5.5,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+)
L102441,672,26400.0,20.1,7000.0,60,3.9,0,6,51.4,RENT,credit_card,South,2025,1,C (Prime)
L102442,697,33300.0,14.9,12200.0,60,1.0,0,9,65.6,MORTGAGE,auto,Northeast,2024,0,C (Prime)
L102443,692,107900.0,1.2,14500.0,60,7.4,0,7,24.2,MORTGAGE,credit_card,South,2024,0,C (Prime)
L102444,700,127800.0,8.0,7000.0,36,4.4,0,9,41.5,RENT,debt_consolidation,Midwest,2023,0,C (Prime)
L102445,693,84100.0,5.9,16700.0,36,0.1,0,9,41.7,MORTGAGE,other,South,2024,0,C (Prime)
L102446,629,160500.0,36.4,10800.0,36,3.2,0,3,10.3,OWN,credit_card,Northeast,2022,0,D (Near-Prime)
L102447,543,38600.0,4.4,7800.0,36,22.7,0,8,28.9,OWN,debt_consolidation,Midwest,2025,0,E (Subprime)
L102448,636,68600.0,18.1,14400.0,36,4.5,0,8,25.3,MORTGAGE,home_improvement,Northeast,2024,1,D (Near-Prime)
L102449,548,39700.0,13.8,8800.0,36,1.4,0,8,10.4,MORTGAGE,small_business,South,2022,0,E (Subprime)
L102450,684,170200.0,11.4,7700.0,36,7.9,0,8,80.8,RENT,debt_consolidation,South,2023,0,C (Prime)
L102451,680,68700.0,12.6,13100.0,36,0.8,1,11,76.2,RENT,debt_consolidation,South,2024,1,C (Prime)
L102452,571,68400.0,4.7,6500.0,36,1.0,0,8,72.5,RENT,debt_consolidation,Midwest,2022,1,E (Subprime)
L102453,725,66800.0,11.0,12000.0,60,2.3,0,6,20.1,MORTGAGE,debt_consolidation,South,2023,0,B (Prime+)
L102454,736,39000.0,31.5,30700.0,36,1.6,0,11,65.2,MORTGAGE,debt_consolidation,Midwest,2022,0,B (Prime+)
L102455,686,53800.0,28.0,9500.0,60,4.3,1,6,4.4,MORTGAGE,home_improvement,Midwest,2025,0,C (Prime)
L102456,788,17400.0,18.2,11900.0,36,4.6,0,6,74.4,RENT,other,West,2023,0,A (Super-Prime)
L102457,802,44200.0,3.2,19700.0,36,0.7,1,13,67.2,RENT,debt_consolidation,Northeast,2024,0,A (Super-Prime)
L102458,602,33300.0,10.9,7700.0,36,10.4,0,6,57.0,RENT,medical,South,2023,0,D (Near-Prime)
L102459,747,83000.0,17.2,7000.0,36,10.3,0,10,31.9,RENT,debt_consolidation,Northeast,2024,0,B (Prime+)
L102460,709,109900.0,11.3,11700.0,36,2.4,0,14,22.1,RENT,debt_consolidation,Midwest,2023,1,B (Prime+)
L102461,707,64000.0,15.5,5800.0,60,24.9,0,8,54.2,OWN,debt_consolidation,South,2024,0,B (Prime+)
L102462,741,33100.0,24.6,6400.0,36,4.9,1,7,46.0,RENT,debt_consolidation,Northeast,2025,0,B (Prime+)
L102463,633,31900.0,9.1,10800.0,36,1.4,0,3,26.7,RENT,debt_consolidation,South,2024,0,D (Near-Prime)
L102464,641,81400.0,25.7,13000.0,36,10.7,0,8,71.8,MORTGAGE,debt_consolidation,Northeast,2023,0,D (Near-Prime)
L102465,626,48800.0,12.5,14900.0,36,2.9,0,9,62.1,MORTGAGE,credit_card,Midwest,2024,1,D (Near-Prime)
L102466,631,48900.0,26.0,8900.0,36,0.3,0,7,6.8,RENT,debt_consolidation,Northeast,2025,0,D (Near-Prime)
L102467,674,32300.0,12.8,7500.0,36,12.6,0,7,36.6,MORTGAGE,debt_consolidation,Midwest,2024,0,C (Prime)
L102468,586,63400.0,13.8,17900.0,36,3.6,1,12,56.9,MORTGAGE,debt_consolidation,Northeast,2025,1,D (Near-Prime)
L102469,612,62100.0,19.4,20800.0,60,1.9,0,12,15.3,OWN,other,West,2025,0,D (Near-Prime)
L102470,718,84300.0,22.8,3600.0,36,1.8,0,7,52.8,MORTGAGE,debt_consolidation,Midwest,2024,0,B (Prime+)
L102471,675,34800.0,16.3,9300.0,60,23.0,1,5,13.6,MORTGAGE,debt_consolidation,West,2022,0,C (Prime)
L102472,705,55200.0,12.5,8500.0,36,1.1,0,11,22.6,RENT,home_improvement,Northeast,2024,0,B (Prime+)
L102473,557,27300.0,23.5,13100.0,36,1.1,0,10,20.7,MORTGAGE,credit_card,South,2023,1,E (Subprime)
L102474,629,63000.0,18.7,9300.0,36,13.0,0,9,53.7,MORTGAGE,auto,South,2023,0,D (Near-Prime)
L102475,644,56300.0,19.2,4000.0,36,4.8,1,9,52.9,MORTGAGE,small_business,Northeast,2023,1,D (Near-Prime)
L102476,682,46500.0,22.0,8900.0,36,11.5,0,9,27.1,OWN,debt_consolidation,South,2023,1,C (Prime)
L102477,642,88700.0,30.0,3900.0,36,6.1,1,8,19.3,MORTGAGE,credit_card,South,2025,1,D (Near-Prime)
L102478,741,29400.0,25.0,10000.0,60,0.4,1,16,27.0,RENT,home_improvement,West,2022,0,B (Prime+)
L102479,676,124100.0,26.6,13300.0,60,1.4,1,8,24.8,OWN,credit_card,Midwest,2022,0,C (Prime)
L102480,681,69300.0,9.2,4600.0,36,3.1,1,9,26.8,OWN,credit_card,West,2025,0,C (Prime)
L102481,681,75500.0,20.2,2400.0,36,0.3,0,8,38.4,RENT,other,Northeast,2025,0,C (Prime)
L102482,726,64900.0,24.9,19200.0,36,4.5,0,7,20.3,OWN,credit_card,South,2024,0,B (Prime+)
L102483,649,39400.0,6.4,14000.0,60,4.2,0,9,30.1,RENT,credit_card,Midwest,2024,0,D (Near-Prime)
L102484,753,42400.0,16.0,14100.0,36,2.8,1,9,82.8,RENT,debt_consolidation,Northeast,2023,0,A (Super-Prime)
L102485,710,91600.0,3.2,17600.0,36,1.1,0,7,18.5,RENT,other,Midwest,2022,0,B (Prime+)
L102486,690,55900.0,8.9,7400.0,36,1.5,0,10,58.2,OWN,small_business,Northeast,2022,1,C (Prime)
L102487,683,66300.0,3.1,4800.0,36,0.4,0,6,31.6,OWN,credit_card,Midwest,2023,0,C (Prime)
L102488,714,47300.0,23.4,12000.0,60,1.2,0,7,45.0,MORTGAGE,home_improvement,South,2024,0,B (Prime+)
L102489,746,86700.0,35.0,10400.0,60,3.5,1,11,58.5,MORTGAGE,medical,West,2022,0,B (Prime+)
L102490,741,78700.0,3.6,8000.0,36,0.3,0,2,46.3,MORTGAGE,other,South,2025,0,B (Prime+)
L102491,704,29200.0,27.3,17100.0,60,3.1,0,3,9.4,MORTGAGE,small_business,South,2025,0,B (Prime+)
L102492,737,152700.0,4.8,8700.0,36,2.3,3,11,33.9,MORTGAGE,debt_consolidation,South,2025,0,B (Prime+)
L102493,688,96000.0,10.1,16300.0,36,5.0,0,11,81.6,MORTGAGE,medical,Midwest,2024,1,C (Prime)
L102494,761,86200.0,7.2,6200.0,60,0.8,1,8,19.2,OWN,auto,South,2024,0,A (Super-Prime)
L102495,678,66800.0,1.3,6800.0,36,5.9,0,7,61.2,RENT,other,Midwest,2024,0,C (Prime)
L102496,545,55000.0,1.3,22700.0,36,1.6,0,7,55.2,RENT,credit_card,South,2025,0,E (Subprime)
L102497,767,87500.0,16.0,12100.0,36,1.6,0,10,52.7,MORTGAGE,auto,Midwest,2022,0,A (Super-Prime)
L102498,687,210300.0,18.7,14200.0,60,2.7,0,11,7.4,RENT,auto,West,2024,0,C (Prime)
L102499,604,54000.0,3.5,23800.0,36,1.7,0,13,10.9,MORTGAGE,credit_card,Northeast,2025,1,D (Near-Prime)
L102500,667,32400.0,6.3,9200.0,36,5.0,0,9,51.6,MORTGAGE,auto,Northeast,2024,0,C (Prime)
L102501,623,55700.0,3.0,18300.0,36,5.9,0,2,73.7,MORTGAGE,credit_card,Northeast,2025,0,D (Near-Prime)
L102502,817,58700.0,6.7,10800.0,60,1.0,1,5,30.1,RENT,debt_consolidation,South,2022,0,A (Super-Prime)
L102503,712,92000.0,17.1,17000.0,60,15.4,0,12,2.2,MORTGAGE,other,West,2024,0,B (Prime+)
L102504,578,30300.0,13.8,18300.0,36,7.3,0,7,26.9,MORTGAGE,debt_consolidation,South,2025,1,E (Subprime)
L102505,716,45200.0,6.2,6200.0,36,1.4,0,9,54.5,MORTGAGE,medical,South,2025,0,B (Prime+)
L102506,654,48100.0,15.4,11300.0,36,5.9,0,8,83.0,MORTGAGE,debt_consolidation,West,2024,1,C (Prime)
L102507,805,92700.0,4.1,5700.0,60,0.6,0,9,22.1,RENT,home_improvement,South,2023,0,A (Super-Prime)
L102508,612,99200.0,26.4,17600.0,60,18.7,0,5,85.2,RENT,credit_card,South,2024,0,D (Near-Prime)
L102509,534,62500.0,11.8,9100.0,60,0.3,0,12,76.1,RENT,debt_consolidation,Northeast,2024,1,E (Subprime)
L102510,684,97100.0,20.4,12500.0,36,3.6,1,6,79.1,RENT,medical,South,2024,1,C (Prime)
L102511,657,59600.0,3.6,7000.0,36,18.6,0,3,30.2,MORTGAGE,debt_consolidation,South,2023,0,C (Prime)
L102512,653,59400.0,11.0,5900.0,36,3.9,0,6,27.6,RENT,debt_consolidation,South,2023,1,C (Prime)
L102513,541,17700.0,8.2,8800.0,60,1.2,0,7,14.7,MORTGAGE,credit_card,South,2025,1,E (Subprime)
L102514,708,35700.0,8.2,6200.0,60,1.4,0,8,45.7,MORTGAGE,other,South,2022,0,B (Prime+)
L102515,789,31800.0,12.1,17300.0,36,0.5,1,13,80.0,RENT,debt_consolidation,South,2025,0,A (Super-Prime)
L102516,556,70600.0,9.7,25800.0,60,4.5,0,10,35.0,RENT,auto,South,2023,1,E (Subprime)
L102517,756,58300.0,12.7,44200.0,36,0.8,0,8,78.7,MORTGAGE,other,Northeast,2024,1,A (Super-Prime)
L102518,643,32400.0,16.4,6700.0,36,0.6,1,6,45.2,MORTGAGE,debt_consolidation,Midwest,2023,0,D (Near-Prime)
L102519,833,57100.0,29.2,10800.0,60,0.5,0,6,48.9,OWN,auto,South,2023,0,A (Super-Prime)
L102520,708,52400.0,3.5,7000.0,60,9.8,0,8,59.0,RENT,credit_card,Northeast,2022,0,B (Prime+)
L102521,668,67900.0,21.3,5600.0,36,4.0,0,7,49.6,RENT,debt_consolidation,South,2024,1,C (Prime)
L102522,752,42100.0,17.1,22600.0,36,0.4,0,7,4.1,OWN,auto,South,2025,0,A (Super-Prime)
L102523,714,38700.0,3.8,19400.0,36,8.4,1,9,71.0,RENT,credit_card,South,2025,1,B (Prime+)
L102524,641,103100.0,7.6,31200.0,36,9.3,0,8,10.6,RENT,debt_consolidation,Northeast,2024,0,D (Near-Prime)
L102525,726,48600.0,11.7,10400.0,60,4.5,0,9,7.4,RENT,auto,South,2024,0,B (Prime+)
L102526,647,92900.0,19.9,8800.0,36,9.7,0,11,16.5,RENT,home_improvement,South,2025,0,D (Near-Prime)
L102527,564,35500.0,14.5,7100.0,60,2.1,1,8,59.9,RENT,credit_card,Midwest,2024,1,E (Subprime)
L102528,812,49500.0,25.7,19200.0,36,1.3,1,8,27.9,RENT,debt_consolidation,West,2023,0,A (Super-Prime)
L102529,657,47100.0,2.7,5100.0,36,1.9,1,6,96.7,MORTGAGE,credit_card,West,2025,1,C (Prime)
L102530,640,33900.0,4.4,15700.0,36,2.0,1,9,42.6,RENT,auto,South,2025,0,D (Near-Prime)
L102531,702,79500.0,15.1,3100.0,60,0.9,0,10,23.9,MORTGAGE,auto,West,2024,0,B (Prime+)
L102532,579,28000.0,25.0,16000.0,36,2.7,0,3,13.7,MORTGAGE,small_business,Midwest,2023,0,E (Subprime)
L102533,592,62300.0,16.4,7600.0,36,2.2,0,5,26.9,MORTGAGE,debt_consolidation,South,2024,0,D (Near-Prime)
L102534,648,18800.0,10.1,6800.0,36,3.1,1,6,10.8,RENT,small_business,Northeast,2024,0,D (Near-Prime)
L102535,646,78300.0,17.0,16900.0,36,2.5,0,5,36.9,MORTGAGE,medical,Northeast,2025,0,D (Near-Prime)
L102536,685,56400.0,7.9,18500.0,60,4.0,0,7,57.6,MORTGAGE,home_improvement,Midwest,2025,1,C (Prime)
L102537,753,97600.0,8.3,6400.0,36,5.3,0,5,63.1,RENT,debt_consolidation,Midwest,2025,0,A (Super-Prime)
L102538,649,152700.0,30.1,17500.0,36,2.3,0,6,28.1,RENT,debt_consolidation,Midwest,2024,0,D (Near-Prime)
L102539,712,39100.0,21.9,5900.0,36,3.4,1,9,45.1,RENT,debt_consolidation,Midwest,2025,0,B (Prime+)
L102540,719,55500.0,11.2,13800.0,36,6.2,0,9,36.6,MORTGAGE,credit_card,Northeast,2023,0,B (Prime+)
L102541,610,28800.0,7.5,3500.0,36,8.5,0,7,86.2,MORTGAGE,home_improvement,South,2025,0,D (Near-Prime)
L102542,695,43800.0,12.0,10400.0,60,7.5,0,4,44.6,OWN,other,West,2024,0,C (Prime)
L102543,619,56800.0,2.8,26600.0,36,9.9,0,9,80.9,RENT,home_improvement,Midwest,2023,0,D (Near-Prime)
L102544,749,56100.0,12.2,10300.0,36,0.8,1,13,73.2,MORTGAGE,medical,Northeast,2024,0,B (Prime+)
L102545,710,81900.0,20.0,3300.0,36,1.6,0,6,60.8,RENT,credit_card,Midwest,2024,0,B (Prime+)
L102546,681,70800.0,24.7,4000.0,60,9.5,0,9,5.1,MORTGAGE,credit_card,South,2024,0,C (Prime)
L102547,593,90100.0,9.2,4900.0,36,16.2,1,3,42.1,OWN,debt_consolidation,Northeast,2025,0,D (Near-Prime)
L102548,688,39100.0,9.7,9500.0,60,0.3,0,14,35.2,OWN,debt_consolidation,Northeast,2025,0,C (Prime)
L102549,630,59200.0,10.4,5100.0,36,2.1,1,4,62.9,MORTGAGE,medical,South,2023,0,D (Near-Prime)
L102550,726,32600.0,18.2,8300.0,36,1.1,0,11,49.0,RENT,credit_card,South,2025,0,B (Prime+)
L102551,672,50500.0,28.3,15700.0,36,10.7,0,7,38.9,MORTGAGE,credit_card,Northeast,2024,0,C (Prime)
L102552,627,15000.0,9.8,5300.0,36,14.3,0,7,34.9,RENT,auto,Midwest,2022,0,D (Near-Prime)
L102553,740,52100.0,9.6,27600.0,60,0.4,0,8,39.4,RENT,credit_card,South,2023,1,B (Prime+)
L102554,727,56300.0,28.1,11900.0,60,3.3,0,9,24.4,OWN,debt_consolidation,South,2023,1,B (Prime+)
L102555,641,43500.0,13.5,9700.0,36,5.6,0,8,27.0,MORTGAGE,other,South,2024,0,D (Near-Prime)
L102556,756,44800.0,23.7,10300.0,36,2.1,2,10,27.6,OWN,auto,Northeast,2025,1,A (Super-Prime)
L102557,661,23300.0,16.4,13700.0,36,6.1,0,9,51.3,RENT,other,West,2023,0,C (Prime)
L102558,660,39500.0,25.5,5200.0,36,0.0,0,9,29.5,RENT,debt_consolidation,Northeast,2025,1,C (Prime)
L102559,688,40600.0,11.2,19800.0,60,3.0,1,12,67.5,RENT,debt_consolidation,Northeast,2025,1,C (Prime)
L102560,631,61200.0,9.1,6900.0,36,6.8,0,10,38.9,OWN,debt_consolidation,West,2024,0,D (Near-Prime)
L102561,651,68800.0,6.0,3600.0,36,6.2,2,7,73.8,RENT,other,South,2025,1,C (Prime)
L102562,670,43800.0,19.9,3900.0,60,2.3,0,4,16.8,RENT,debt_consolidation,South,2025,0,C (Prime)
L102563,779,51000.0,10.4,12300.0,36,3.2,0,7,78.1,OWN,auto,South,2023,1,A (Super-Prime)
L102564,777,65400.0,9.6,17400.0,60,3.6,0,5,20.8,MORTGAGE,debt_consolidation,Midwest,2024,0,A (Super-Prime)
L102565,663,35000.0,7.0,12600.0,60,2.8,1,9,79.8,RENT,other,Northeast,2024,0,C (Prime)
L102566,785,90900.0,38.7,6100.0,60,2.9,1,10,43.5,RENT,debt_consolidation,Northeast,2023,1,A (Super-Prime)
L102567,677,151900.0,8.2,6900.0,36,2.1,0,9,38.1,RENT,debt_consolidation,Midwest,2025,0,C (Prime)
L102568,705,66200.0,5.8,6000.0,60,4.4,0,12,26.3,RENT,other,Midwest,2025,1,B (Prime+)
L102569,737,43000.0,14.4,3600.0,36,2.6,1,3,32.9,RENT,credit_card,South,2024,0,B (Prime+)
L102570,699,61000.0,14.8,3300.0,60,2.4,0,9,78.4,RENT,other,Midwest,2025,1,C (Prime)
L102571,837,98100.0,8.9,3300.0,60,2.1,1,6,39.3,MORTGAGE,credit_card,South,2024,0,A (Super-Prime)
L102572,696,103300.0,26.1,12900.0,36,7.1,0,8,18.7,MORTGAGE,credit_card,West,2025,0,C (Prime)
L102573,602,27900.0,10.6,9600.0,36,2.3,1,1,62.3,RENT,credit_card,West,2025,0,D (Near-Prime)
L102574,765,64300.0,22.4,5900.0,36,3.5,1,10,48.4,MORTGAGE,other,West,2024,0,A (Super-Prime)
L102575,653,38000.0,4.3,14800.0,60,1.6,0,13,36.2,MORTGAGE,credit_card,Northeast,2025,0,C (Prime)
L102576,660,43800.0,19.5,21900.0,60,2.5,1,9,26.2,MORTGAGE,auto,West,2023,0,C (Prime)
L102577,486,62600.0,35.5,5400.0,36,2.0,0,4,30.8,RENT,credit_card,Midwest,2024,1,E (Subprime)
L102578,745,71400.0,7.0,5000.0,36,0.0,0,8,22.2,RENT,debt_consolidation,South,2024,0,B (Prime+)
L102579,733,47500.0,26.2,6200.0,36,1.4,2,7,42.6,RENT,debt_consolidation,South,2025,0,B (Prime+)
L102580,732,35700.0,11.1,5700.0,60,0.7,1,6,64.1,RENT,medical,West,2023,0,B (Prime+)
L102581,744,49500.0,28.0,10000.0,36,2.5,0,7,26.5,RENT,debt_consolidation,Northeast,2023,1,B (Prime+)
L102582,790,32600.0,23.6,3000.0,36,0.7,0,8,63.9,RENT,home_improvement,West,2024,0,A (Super-Prime)
L102583,677,130500.0,23.7,7800.0,36,0.1,0,2,30.2,MORTGAGE,small_business,Northeast,2022,0,C (Prime)
L102584,741,25100.0,15.8,10700.0,36,4.3,0,7,38.5,MORTGAGE,other,South,2023,0,B (Prime+)
L102585,632,73700.0,18.4,3100.0,36,0.3,0,12,20.9,OWN,auto,South,2022,1,D (Near-Prime)
L102586,657,57700.0,20.7,11800.0,36,4.1,0,9,66.9,RENT,debt_consolidation,Northeast,2024,0,C (Prime)
L102587,749,54800.0,27.7,6000.0,60,1.9,1,9,38.3,OWN,debt_consolidation,Midwest,2025,0,B (Prime+)
L102588,705,32400.0,33.5,4500.0,36,6.4,0,9,32.8,OWN,debt_consolidation,West,2024,1,B (Prime+)
L102589,593,42700.0,30.4,3600.0,36,1.1,0,12,55.3,RENT,debt_consolidation,Midwest,2024,1,D (Near-Prime)
L102590,703,46100.0,14.9,34600.0,60,2.7,0,6,29.7,MORTGAGE,medical,West,2025,0,B (Prime+)
L102591,668,41700.0,13.7,8400.0,60,2.6,0,6,33.7,RENT,home_improvement,West,2025,0,C (Prime)
L102592,627,48300.0,4.8,11700.0,60,2.2,0,11,35.9,RENT,debt_consolidation,West,2024,0,D (Near-Prime)
L102593,708,57500.0,2.3,15300.0,36,2.4,0,4,49.1,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+)
L102594,654,43600.0,7.4,9300.0,60,1.7,0,9,42.4,RENT,debt_consolidation,West,2023,1,C (Prime)
L102595,578,67800.0,6.6,3500.0,36,0.1,0,9,75.4,RENT,debt_consolidation,South,2023,0,E (Subprime)
L102596,608,78300.0,12.0,5300.0,36,6.1,0,12,33.1,RENT,auto,West,2024,1,D (Near-Prime)
L102597,795,41600.0,24.0,7800.0,36,4.7,0,7,61.4,RENT,debt_consolidation,South,2025,0,A (Super-Prime)
L102598,582,78400.0,15.5,10800.0,36,2.9,0,6,63.3,OWN,credit_card,West,2025,1,D (Near-Prime)
L102599,694,55900.0,15.9,5500.0,36,1.2,0,7,41.0,OWN,small_business,Midwest,2022,0,C (Prime)
L102600,720,41100.0,20.3,5600.0,60,0.8,0,9,17.9,RENT,home_improvement,West,2024,0,B (Prime+)
L102601,722,68600.0,20.9,8800.0,36,0.8,0,15,21.6,OWN,home_improvement,Northeast,2024,0,B (Prime+)
L102602,600,94600.0,15.3,16100.0,36,5.4,0,9,22.3,MORTGAGE,home_improvement,Midwest,2025,0,D (Near-Prime)
L102603,659,46300.0,20.7,8700.0,36,0.5,1,7,19.0,RENT,debt_consolidation,West,2025,0,C (Prime)
L102604,689,21800.0,10.7,9700.0,60,6.5,0,14,33.8,OWN,credit_card,South,2023,0,C (Prime)
L102605,732,79900.0,24.6,9400.0,60,3.8,0,14,41.6,RENT,credit_card,Northeast,2023,0,B (Prime+)
L102606,638,89200.0,6.3,4800.0,36,2.0,0,8,10.7,RENT,home_improvement,West,2023,0,D (Near-Prime)
L102607,604,31200.0,17.4,17500.0,60,1.9,1,7,58.6,MORTGAGE,home_improvement,South,2025,1,D (Near-Prime)
L102608,745,50700.0,23.0,23000.0,36,15.4,0,8,51.9,MORTGAGE,home_improvement,West,2024,0,B (Prime+)
L102609,752,68200.0,4.0,16300.0,36,1.8,1,8,16.9,OWN,debt_consolidation,South,2023,0,A (Super-Prime)
L102610,704,16600.0,15.7,7000.0,36,16.5,0,12,8.1,MORTGAGE,credit_card,Northeast,2022,0,B (Prime+)
L102611,640,79900.0,13.4,5000.0,60,6.1,0,9,12.4,MORTGAGE,debt_consolidation,Midwest,2025,0,D (Near-Prime)
L102612,706,77600.0,1.4,16200.0,36,9.5,0,7,55.2,RENT,home_improvement,West,2024,0,B (Prime+)
L102613,687,81100.0,11.3,9100.0,36,1.4,1,7,20.1,MORTGAGE,debt_consolidation,Midwest,2024,0,C (Prime)
L102614,734,113800.0,7.3,20200.0,60,6.8,1,6,11.1,RENT,auto,South,2024,0,B (Prime+)
L102615,599,32000.0,13.3,19100.0,60,0.4,1,6,36.3,MORTGAGE,auto,Northeast,2025,0,D (Near-Prime)
L102616,688,86600.0,1.7,13300.0,36,8.7,0,11,38.5,OWN,credit_card,Midwest,2023,0,C (Prime)
L102617,670,167800.0,5.1,8200.0,36,0.1,0,11,35.7,RENT,medical,Northeast,2025,1,C (Prime)
L102618,608,17500.0,23.0,22200.0,36,3.8,0,5,49.7,RENT,credit_card,South,2024,0,D (Near-Prime)
L102619,694,44800.0,6.5,16000.0,36,6.1,0,11,6.1,OWN,credit_card,West,2025,1,C (Prime)
L102620,682,76500.0,24.0,12600.0,36,2.2,0,14,10.9,MORTGAGE,debt_consolidation,Northeast,2025,0,C (Prime)
L102621,653,37600.0,7.7,16000.0,36,0.2,0,11,47.1,MORTGAGE,debt_consolidation,West,2023,0,C (Prime)
L102622,706,21600.0,8.1,10000.0,60,14.5,1,6,20.9,OWN,debt_consolidation,Northeast,2024,0,B (Prime+)
L102623,588,62900.0,8.6,21000.0,60,16.9,1,7,27.8,MORTGAGE,debt_consolidation,South,2023,0,D (Near-Prime)
L102624,677,58500.0,22.5,11800.0,36,3.1,0,7,24.1,RENT,credit_card,West,2025,0,C (Prime)
L102625,708,37400.0,20.0,12500.0,36,7.9,0,7,49.1,MORTGAGE,home_improvement,South,2024,0,B (Prime+)
L102626,698,60700.0,14.3,7900.0,36,3.1,0,13,55.4,RENT,home_improvement,South,2024,0,C (Prime)
L102627,750,84800.0,9.4,10200.0,36,3.3,0,6,32.0,MORTGAGE,small_business,South,2023,0,B (Prime+)
L102628,602,88700.0,6.8,11500.0,60,20.1,0,5,19.4,MORTGAGE,medical,Northeast,2024,0,D (Near-Prime)
L102629,582,66200.0,12.6,31200.0,36,10.7,1,8,63.2,MORTGAGE,credit_card,South,2024,0,D (Near-Prime)
L102630,696,28900.0,9.2,9000.0,36,1.8,1,12,53.7,MORTGAGE,auto,West,2023,0,C (Prime)
L102631,710,46000.0,9.9,2800.0,36,0.4,0,8,34.7,MORTGAGE,debt_consolidation,West,2023,0,B (Prime+)
L102632,818,17200.0,9.0,5400.0,36,0.4,0,10,41.9,MORTGAGE,credit_card,South,2024,0,A (Super-Prime)
L102633,720,31500.0,2.9,4400.0,36,0.0,0,8,28.6,OWN,debt_consolidation,South,2024,0,B (Prime+)
L102634,623,58100.0,3.7,6400.0,36,2.8,0,10,33.7,MORTGAGE,credit_card,Northeast,2023,1,D (Near-Prime)
L102635,732,70300.0,8.6,22300.0,36,5.7,0,5,61.8,OWN,credit_card,Midwest,2022,0,B (Prime+)
L102636,625,52800.0,17.2,17200.0,36,2.6,0,6,21.3,MORTGAGE,debt_consolidation,South,2024,1,D (Near-Prime)
L102637,583,53100.0,9.7,10200.0,60,2.0,0,9,21.6,OWN,debt_consolidation,Midwest,2025,0,D (Near-Prime)
L102638,850,20100.0,4.4,4000.0,36,2.5,1,14,27.4,OWN,credit_card,West,2023,0,A (Super-Prime)
L102639,701,28100.0,10.3,21600.0,60,2.6,0,10,10.6,RENT,small_business,South,2023,0,B (Prime+)
L102640,726,30000.0,8.6,6900.0,60,14.6,0,7,23.0,RENT,auto,Northeast,2023,0,B (Prime+)
L102641,717,39600.0,7.5,20300.0,60,6.3,0,4,54.5,MORTGAGE,debt_consolidation,Northeast,2023,0,B (Prime+)
L102642,798,39500.0,17.0,6200.0,60,1.4,0,6,33.0,MORTGAGE,auto,South,2025,0,A (Super-Prime)
L102643,698,158600.0,8.3,5800.0,36,2.1,0,7,75.1,MORTGAGE,debt_consolidation,West,2024,0,C (Prime)
L102644,759,88100.0,2.5,6900.0,60,18.8,0,8,55.4,OWN,debt_consolidation,South,2024,0,A (Super-Prime)
L102645,613,31900.0,23.6,7300.0,36,21.8,0,9,9.2,MORTGAGE,auto,Northeast,2023,0,D (Near-Prime)
L102646,590,38100.0,7.9,1800.0,60,2.9,0,10,15.8,OWN,debt_consolidation,South,2024,0,D (Near-Prime)
L102647,773,40400.0,10.6,5000.0,60,7.2,0,8,34.4,MORTGAGE,debt_consolidation,Northeast,2025,1,A (Super-Prime)
L102648,776,39600.0,7.6,5100.0,60,1.8,0,9,24.7,MORTGAGE,debt_consolidation,South,2025,0,A (Super-Prime)
L102649,713,40900.0,10.8,9100.0,60,0.2,1,7,65.1,RENT,debt_consolidation,Midwest,2024,0,B (Prime+)
L102650,695,19100.0,19.6,3000.0,60,3.7,1,12,51.5,RENT,debt_consolidation,South,2024,0,C (Prime)
L102651,691,95300.0,10.5,5300.0,36,0.6,0,6,69.3,RENT,medical,Northeast,2022,0,C (Prime)
L102652,635,74500.0,13.3,30500.0,60,5.5,1,7,44.9,RENT,debt_consolidation,Northeast,2024,0,D (Near-Prime)
L102653,780,73100.0,3.6,20300.0,36,3.8,0,7,76.1,RENT,credit_card,Northeast,2023,0,A (Super-Prime)
L102654,723,55900.0,21.2,4600.0,36,12.0,0,7,41.4,OWN,debt_consolidation,South,2025,0,B (Prime+)
L102655,713,66900.0,7.1,2600.0,36,3.5,1,6,67.3,RENT,auto,South,2024,0,B (Prime+)
L102656,704,44200.0,28.3,28100.0,36,6.6,0,8,28.1,OWN,debt_consolidation,Northeast,2024,1,B (Prime+)
L102657,748,19700.0,13.7,6600.0,36,3.0,0,11,55.7,MORTGAGE,home_improvement,South,2022,0,B (Prime+)
L102658,713,56300.0,12.3,8100.0,60,0.2,0,5,56.0,MORTGAGE,debt_consolidation,South,2022,0,B (Prime+)
